   0.00000000000000e+00   2.95077848233530e-02   2.82300556623880e-02   2.60200426862902e-02   6.69458993018858e-03
   1.00000000000000e+00   2.24751609277935e-02   2.16966082079643e-02   1.97498400635519e-02   5.89328749864849e-03
   2.00000000000000e+00   1.71710861619923e-02   1.64597221681586e-02   1.48474931902357e-02   4.67496619582350e-03
   3.00000000000000e+00   1.29196422641168e-02   1.24181223953907e-02   1.09789556496367e-02   3.76623528941807e-03
   4.00000000000000e+00   9.51732026597275e-03   9.36184672400911e-03   8.65147773715136e-03   2.81057522803439e-03
   5.00000000000000e+00   7.09492799610063e-03   7.02709466169861e-03   6.40963725868970e-03   2.25705850664089e-03
   6.00000000000000e+00   5.26587074878249e-03   5.24856750765569e-03   4.66756972687133e-03   2.08325998384868e-03
   7.00000000000000e+00   3.89332203977009e-03   3.91849302440154e-03   3.66523030086539e-03   1.07146343842480e-03
   8.00000000000000e+00   2.92055572770015e-03   2.99718403815568e-03   2.62221394155478e-03   1.52368714713295e-03
   9.00000000000000e+00   2.29219810993507e-03   2.19093402375434e-03   1.99021122314845e-03   3.55648883017739e-04
   1.00000000000000e+01   1.64621565326472e-03   1.74677337217231e-03   1.75334845275164e-03   1.03160338298998e-03
   1.10000000000000e+01   1.21851743959245e-03   1.18732309495707e-03   1.20356655923243e-03   6.59612812824580e-04
   1.20000000000000e+01   9.82857284463561e-04   8.81317385696004e-04   7.93022466878248e-04   6.24017745189284e-04
   1.30000000000000e+01   7.71336394251595e-04   9.19855988608030e-04   6.17643068919704e-04   1.76166893890791e-03
   1.40000000000000e+01   5.54463194769689e-04   5.56347206843450e-04   4.99739759963560e-04   2.39383595897882e-04
   1.50000000000000e+01   5.61855995237337e-04   5.40245913262720e-04   3.56929934949610e-04   4.45890308361543e-04
   1.60000000000000e+01   4.48407105777622e-04   3.85058653121322e-04   3.62373726531038e-04   6.58997938825128e-05
   1.70000000000000e+01   3.76655409596601e-04   3.65167820326879e-04   3.43533349518992e-04   3.37389573166274e-04
   1.80000000000000e+01   3.74766844435647e-04   2.91583104727944e-04   2.57600341863723e-04   1.05536851687746e-03
   1.90000000000000e+01   2.50255866958347e-04   2.08855273829897e-04   1.59959898617861e-04   3.40103647462306e-04
   2.00000000000000e+01   1.94592552517188e-04   1.85035323085219e-04   1.30552981884085e-04   3.19946758617321e-04
   2.10000000000000e+01   1.79608821980765e-04   1.54165571973722e-04   2.28517191243799e-04   1.09973347537567e-03
   2.20000000000000e+01   1.42033494961934e-04   2.70449949463736e-04   9.54302948973169e-05   3.64342936174175e-04
   2.30000000000000e+01   1.61391546717084e-04   1.62923052047919e-04   9.21142828893584e-05   2.86669434131423e-04
   2.40000000000000e+01   1.06019676522724e-04   2.96602219159071e-04   1.59227536464185e-04   5.57006163421348e-04
   2.50000000000000e+01   1.29631797365329e-04   2.50419813674318e-04   1.99046326644055e-04   1.31796822032286e-03
   2.60000000000000e+01   1.46969266957232e-04   1.14231817983951e-04   7.08816996977531e-05   4.19648360999714e-04
   2.70000000000000e+01   8.48452332806178e-05   3.67293970726880e-05   2.03357447535445e-04   1.93587564435906e-04
   2.80000000000000e+01   6.80659117241722e-05   1.32791971300352e-04   3.90296272664436e-05   3.12329124216261e-04
   2.90000000000000e+01   1.51889726790320e-04   1.64804521188358e-04   9.92037031496664e-05   4.98120473535296e-04
   3.00000000000000e+01   5.76238848333168e-05   7.18385570797000e-05   2.23511024136357e-04   1.08862226549516e-03
   3.10000000000000e+01   5.66012535654902e-05   8.33952439214320e-05   2.20191226612923e-04   7.47310837119374e-04
   3.20000000000000e+01   3.52813223880045e-05   7.18242140792444e-05   9.55541121862560e-05   1.30825311965173e-03
   3.30000000000000e+01   8.64013956868738e-05   1.17465737720192e-04   2.01526015940807e-04   5.82066322756239e-04
   3.40000000000000e+01   8.74337288828603e-05   2.45192470919100e-04   1.81316147519067e-04   9.44840398061404e-04
   3.50000000000000e+01   7.72954456760727e-05   7.70839169407813e-05   4.25350327712792e-05   7.91630891598030e-04
   3.60000000000000e+01   8.46929184351792e-05   1.61592498386844e-05   3.07589340708950e-04   4.06745906058850e-04
   3.70000000000000e+01   7.38674313769864e-05   1.56693968936494e-04   2.64470182424531e-04   1.27241604190563e-03
   3.80000000000000e+01   4.35360849665100e-05   1.33134574504048e-04   9.68611897261187e-05   7.24268365514623e-04
   3.90000000000000e+01   9.09097011594774e-05   4.86031614743397e-05   1.55048524935755e-04   8.24656934658044e-04
   4.00000000000000e+01   1.09552541599799e-04   9.18772490020995e-05   1.10796005142999e-04   9.31302546963854e-04
   4.10000000000000e+01   7.73174442312092e-05   1.21927950337378e-04   1.14761013470155e-04   7.36852542375703e-04
   4.20000000000000e+01   1.41151320767797e-04   1.95555893025295e-04   8.03228412690318e-05   7.62455875607265e-04
   4.30000000000000e+01   5.79939861534634e-05   1.57444494589836e-04   1.31168028717684e-04   1.24833187787931e-03
   4.40000000000000e+01   6.38713981556674e-05   4.11737121519433e-05   1.40143641700189e-04   1.18265676828491e-03
   4.50000000000000e+01   1.02856511945432e-04   1.35154320296852e-04   1.89243276739901e-04   3.94481435344003e-04
   4.60000000000000e+01   5.97133119722309e-05   1.26066138586478e-04   1.54441496812192e-04   9.49145054812409e-04
   4.70000000000000e+01   6.94401462916272e-05   1.38752485358215e-04   2.98370428735505e-04   1.06200349000623e-03
   4.80000000000000e+01   1.29374007781294e-04   2.76315993993503e-05   5.18183660286533e-05   6.30808944341736e-04
   4.90000000000000e+01   7.80644440156575e-05   5.81252293468577e-05   1.49437913603470e-04   1.56329484774697e-03
   5.00000000000000e+01   1.09107943622282e-04   4.25305747931569e-05   2.42915830447288e-04   8.97493928795732e-04
