   0.00000000000000e+00   1.30588998794556e+01   1.56757842583124e+00  -1.00000000000000e+00   3.31494399109642e-01   6.95084707342216e-01   1.36538303567514e+00
   1.00000000000000e+00   1.28588998794556e+01   1.56961118713606e+00  -1.00000000000000e+00   3.30174421808964e-01   6.94398031140970e-01   1.36838426778201e+00
   2.00000000000000e+00   1.26588998794556e+01   1.55232398970482e+00  -1.00000000000000e+00   3.28334377408493e-01   6.95749793148252e-01   1.34827242460826e+00
   3.00000000000000e+00   1.24588998794556e+01   1.55633275309669e+00  -1.00000000000000e+00   3.26944635475167e-01   6.95144902349600e-01   1.35353330525439e+00
   4.00000000000000e+00   1.22588998794556e+01   1.55894815747383e+00  -1.00000000000000e+00   3.25489476694026e-01   6.95218488124520e-01   1.35685194919061e+00
   5.00000000000000e+00   1.20588998794556e+01   1.56024682892613e+00  -1.00000000000000e+00   3.23975465141593e-01   6.95240463458489e-01   1.35869450691844e+00
   6.00000000000000e+00   1.18588998794556e+01   1.56137752395747e+00  -1.00000000000000e+00   3.22532221041154e-01   6.95523308744325e-01   1.36019118718773e+00
   7.00000000000000e+00   1.16588998794556e+01   1.56181842162564e+00  -1.00000000000000e+00   3.20949446895005e-01   6.95700372056175e-01   1.36098097965691e+00
   8.00000000000000e+00   1.14588998794556e+01   1.55370146492541e+00  -1.00000000000000e+00   3.18937061348024e-01   6.96105169657051e-01   1.35192639806565e+00
   9.00000000000000e+00   1.12588998794556e+01   1.55585033562677e+00  -1.00000000000000e+00   3.17387458184060e-01   6.96619722893079e-01   1.35449489845247e+00
   1.00000000000000e+01   1.10588998794556e+01   1.55760354554668e+00  -1.00000000000000e+00   3.15704954378931e-01   6.97146062586880e-01   1.35663058873807e+00
   1.10000000000000e+01   1.08588998794556e+01   1.55914818542970e+00  -1.00000000000000e+00   3.14085997016804e-01   6.98172705598454e-01   1.35825178953094e+00
   1.20000000000000e+01   1.06588998794556e+01   1.56047689040781e+00  -1.00000000000000e+00   3.12323082211481e-01   6.98697435694203e-01   1.35991334693395e+00
   1.30000000000000e+01   1.04588998794556e+01   1.56165398491470e+00  -1.00000000000000e+00   3.10505685085199e-01   6.99433028739450e-01   1.36130188659169e+00
   1.40000000000000e+01   1.02588998794556e+01   1.55785734832378e+00  -1.00000000000000e+00   3.08418597727249e-01   7.00065042445841e-01   1.35709484659241e+00
   1.50000000000000e+01   1.00588998794556e+01   1.56049937798266e+00  -1.00000000000000e+00   3.06535237089871e-01   7.01330831087021e-01   1.35990055609714e+00
   1.60000000000000e+01   9.85889987945558e+00   1.56222787361573e+00  -1.00000000000000e+00   3.04719867638078e-01   7.02943403871061e-01   1.36145962199499e+00
   1.70000000000000e+01   9.65889987945558e+00   1.56513931522985e+00  -1.00000000000000e+00   3.02741151225228e-01   7.04266412098717e-01   1.36455769105692e+00
