   0.0000000e+00   2.6428999e-02   1.6984310e-02   4.5947435e-03
   1.0000000e+00   2.0460245e-02   1.6436512e-02   3.6256999e-03
   2.0000000e+00   1.5728241e-02   1.0250712e-02   4.0482350e-03
   3.0000000e+00   1.2273575e-02   7.8967635e-03   2.7590317e-03
   4.0000000e+00   9.5123431e-03   6.0752623e-03   2.1345118e-03
   5.0000000e+00   7.6607027e-03   6.3256744e-03   1.5118783e-03
   6.0000000e+00   5.8708022e-03   7.0188021e-03   1.0946250e-03
   7.0000000e+00   4.5140311e-03   4.5503339e-03   8.1196368e-04
   8.0000000e+00   3.2642668e-03   2.2078497e-03   6.1895941e-04
   9.0000000e+00   2.5378768e-03   1.5972916e-03   4.6714188e-04
   1.0000000e+01   1.8697999e-03   9.8700002e-04   2.5529273e-04
   1.1000000e+01   1.4281990e-03   7.5469638e-04   2.3157556e-04
   1.2000000e+01   1.1285518e-03   5.3589932e-04   2.1617193e-04
   1.3000000e+01   8.3643549e-04   4.5977982e-04   6.7297744e-05
   1.4000000e+01   5.6209236e-04   2.5618794e-04   3.6757221e-05
   1.5000000e+01   4.4380652e-04   3.9090544e-04   1.2466792e-04
   1.6000000e+01   2.6348504e-04   3.8942213e-04   1.6059493e-04
   1.7000000e+01   2.8578706e-04   3.0548610e-04   1.0741055e-04
   1.8000000e+01   1.8247713e-04   2.5164399e-04   5.0169527e-05
   1.9000000e+01   1.7191340e-04   2.4420212e-04   1.1297517e-04
   2.0000000e+01   1.4534159e-04   1.0499056e-04   1.3554518e-04
   2.1000000e+01   4.3820340e-05   2.1785348e-04   3.9857606e-05
   2.2000000e+01   7.9854979e-05   2.0001997e-04   7.7303196e-05
   2.3000000e+01   7.4472041e-05   8.7435291e-05   6.2124046e-05
   2.4000000e+01   2.0135497e-05   9.2904223e-05   1.3147961e-04
   2.5000000e+01   6.0385205e-05   5.7592852e-05   8.7872551e-05
   2.6000000e+01   2.0959210e-05   7.4328572e-05   4.1241988e-05
   2.7000000e+01   1.3648582e-04   2.8865976e-05   1.8482335e-04
   2.8000000e+01   7.7724899e-05   1.1317581e-04   1.6502862e-04
   2.9000000e+01   5.3777313e-05   8.5816775e-05   6.2548507e-05
   3.0000000e+01   1.2854331e-04   3.1327166e-05   1.3960980e-04
   3.1000000e+01   1.0838074e-04   1.2585490e-04   9.8749640e-05
   3.2000000e+01   2.2464033e-05   7.2243336e-05   9.7121086e-05
   3.3000000e+01   3.6647598e-05   1.3193596e-04   1.1554977e-04
   3.4000000e+01   5.6199364e-05   6.6759610e-05   4.6806622e-05
   3.5000000e+01   6.3815480e-05   3.0168589e-05   1.1452427e-04
   3.6000000e+01   5.2420434e-05   9.4979460e-05   1.0818108e-04
   3.7000000e+01   5.1362378e-05   3.9859990e-05   6.0356736e-05
   3.8000000e+01   8.0902381e-05   1.3118877e-04   1.4210822e-04
   3.9000000e+01   3.9979024e-05   1.2021258e-04   9.6133136e-05
   4.0000000e+01   5.5221771e-05   5.2657083e-05   1.1011816e-04
   4.1000000e+01   1.1027674e-04   5.2245784e-05   5.7952687e-05
   4.2000000e+01   1.0363504e-04   8.3990078e-05   7.6003406e-05
   4.3000000e+01   5.4135931e-05   1.4146517e-04   1.0764065e-04
   4.4000000e+01   2.3041315e-05   6.2196739e-05   1.2731860e-04
   4.5000000e+01   4.1329981e-05   6.6192773e-05   3.3877253e-05
   4.6000000e+01   4.8871770e-05   6.5213788e-05   9.6415979e-05
   4.7000000e+01   1.8629259e-05   7.7718150e-05   1.2027806e-04
   4.8000000e+01   6.0977047e-05   8.4183340e-05   1.5704023e-04
   4.9000000e+01   6.0180291e-05   1.6583947e-04   7.7291495e-05
   5.0000000e+01   6.0052133e-05   9.0626529e-05   1.1057147e-04
