0.895171	-0.000545
0.895095	-0.000557
0.895017	-0.000568
0.894938	-0.000580
0.894858	-0.000591
0.894777	-0.000603
0.894695	-0.000616
0.894611	-0.000628
0.894526	-0.000641
0.894440	-0.000654
0.894353	-0.000668
0.894264	-0.000681
0.894174	-0.000695
0.894082	-0.000709
0.893989	-0.000724
0.893895	-0.000739
0.893799	-0.000754
0.893702	-0.000769
0.893603	-0.000785
0.893503	-0.000801
0.893402	-0.000817
0.893299	-0.000834
0.893194	-0.000851
0.893088	-0.000868
0.892980	-0.000886
0.892871	-0.000904
0.892760	-0.000922
0.892647	-0.000941
0.892533	-0.000960
0.892416	-0.000979
0.892299	-0.000999
0.892179	-0.001020
0.892058	-0.001040
0.891935	-0.001062
0.891810	-0.001083
0.891683	-0.001105
0.891555	-0.001128
0.891424	-0.001151
0.891292	-0.001174
0.891157	-0.001198
0.891021	-0.001222
0.890883	-0.001247
0.890742	-0.001272
0.890600	-0.001298
0.890456	-0.001324
0.890309	-0.001351
0.890160	-0.001379
0.890009	-0.001407
0.889856	-0.001435
0.889701	-0.001464
0.889544	-0.001494
0.889384	-0.001524
0.889222	-0.001555
0.889057	-0.001587
0.888891	-0.001619
0.888721	-0.001652
0.888550	-0.001685
0.888376	-0.001719
0.888199	-0.001754
0.888020	-0.001789
0.887838	-0.001826
0.887654	-0.001863
0.887467	-0.001900
0.887277	-0.001939
0.887085	-0.001978
0.886890	-0.002018
0.886692	-0.002059
0.886492	-0.002100
0.886289	-0.002143
0.886082	-0.002186
0.885873	-0.002230
0.885661	-0.002275
0.885446	-0.002321
0.885228	-0.002368
0.885007	-0.002415
0.884783	-0.002464
0.884555	-0.002514
0.884325	-0.002564
0.884091	-0.002616
0.883854	-0.002669
0.883614	-0.002722
0.883370	-0.002777
0.883124	-0.002833
0.882873	-0.002890
0.882620	-0.002948
0.882362	-0.003007
0.882101	-0.003068
0.881837	-0.003129
0.881569	-0.003192
0.881298	-0.003256
0.881022	-0.003322
0.880743	-0.003388
