   0.00000000000000e+00   2.64289988366808e-02   1.69843099752645e-02   4.52960558451360e-03
   1.00000000000000e+00   2.04602448714757e-02   1.64365116552664e-02   3.71979423218070e-03
   2.00000000000000e+00   1.57282412633318e-02   1.02507121922793e-02   1.77068501750468e-02
   3.00000000000000e+00   1.22735745702432e-02   7.89676346288907e-03   7.57665045148668e-03
   4.00000000000000e+00   9.51234307284287e-03   6.07526230412016e-03   8.42648003720822e-03
   5.00000000000000e+00   7.66070271235324e-03   6.32567438559798e-03   8.07153071351834e-03
   6.00000000000000e+00   5.87080219230687e-03   7.01880210640116e-03   7.51695074457961e-03
   7.00000000000000e+00   4.51403108704205e-03   4.55033387384862e-03   6.39427717954636e-03
   8.00000000000000e+00   3.26426678314654e-03   2.20784968151760e-03   5.71243589686732e-03
   9.00000000000000e+00   2.53787680655062e-03   1.59729156063088e-03   5.22865529544693e-03
   1.00000000000000e+01   1.86979992824960e-03   9.87000021114766e-04   4.79446600923844e-03
   1.10000000000000e+01   1.42819903037740e-03   7.54696375492307e-04   3.96562163238993e-03
   1.20000000000000e+01   1.12855177599655e-03   5.35899316100889e-04   2.40523670291070e-03
   1.30000000000000e+01   8.36435489721355e-04   4.59779820657301e-04   1.34449470310272e-03
   1.40000000000000e+01   5.62092356473833e-04   2.56187939228671e-04   1.29509954552031e-03
   1.50000000000000e+01   4.43806519892110e-04   3.90905437455384e-04   1.63780459147038e-03
   1.60000000000000e+01   2.63485040533617e-04   3.89422128507587e-04   1.65221895780132e-03
   1.70000000000000e+01   2.85787064954581e-04   3.05486100211308e-04   1.44167851234895e-03
   1.80000000000000e+01   1.82477127487684e-04   2.51643994843695e-04   1.14867451667987e-03
   1.90000000000000e+01   1.71913402400776e-04   2.44202115714205e-04   8.87263111312255e-04
   2.00000000000000e+01   1.45341589397661e-04   1.04990555496144e-04   1.27548659887702e-03
   2.10000000000000e+01   4.38203401532448e-05   2.17853478437926e-04   8.56593983229200e-04
   2.20000000000000e+01   7.98549792637863e-05   2.00019970196263e-04   1.59630153153891e-03
   2.30000000000000e+01   7.44720406006112e-05   8.74352906877571e-05   1.06101633305631e-03
   2.40000000000000e+01   2.01354974199444e-05   9.29042225369323e-05   8.06371289451620e-04
   2.50000000000000e+01   6.03852054154892e-05   5.75928522633619e-05   8.77905036119677e-04
   2.60000000000000e+01   2.09592095916272e-05   7.43285718293196e-05   1.53934125102297e-02
   2.70000000000000e+01   1.36485823698039e-04   2.88659762552444e-05   1.22400229568820e-02
   2.80000000000000e+01   7.77248985695343e-05   1.13175806754317e-04   8.30120874909807e-03
   2.90000000000000e+01   5.37773134461710e-05   8.58167754992460e-05   6.18911498635495e-03
   3.00000000000000e+01   1.28543312117987e-04   3.13271664271700e-05   4.56640055233862e-03
   3.10000000000000e+01   1.08380744844576e-04   1.25854898960439e-04   3.59397653568360e-03
   3.20000000000000e+01   2.24640326143121e-05   7.22433360843252e-05   2.81888361644696e-03
   3.30000000000000e+01   3.66475976077780e-05   1.31935962756912e-04   2.10208836515532e-03
   3.40000000000000e+01   5.61993638769173e-05   6.67596095705683e-05   1.66436588548693e-03
   3.50000000000000e+01   6.38154795645490e-05   3.01685894405571e-05   1.23066434679200e-03
   3.60000000000000e+01   5.24204338977444e-05   9.49794599394012e-05   9.11407860077593e-04
   3.70000000000000e+01   5.13623778740953e-05   3.98599904665389e-05   1.04346961726109e-03
   3.80000000000000e+01   8.09023813863825e-05   1.31188767345854e-04   1.06530267558171e-03
   3.90000000000000e+01   3.99790242181329e-05   1.20212583327517e-04   9.05051359461643e-04
   4.00000000000000e+01   5.52217711087127e-05   5.26570829443186e-05   9.29315371137751e-04
   4.10000000000000e+01   1.10276742417428e-04   5.22457838398539e-05   1.09322232521610e-03
   4.20000000000000e+01   1.03635038724982e-04   8.39900775233762e-05   1.04575537114369e-03
   4.30000000000000e+01   5.41359309906396e-05   1.41465168826288e-04   9.43734879282688e-04
   4.40000000000000e+01   2.30413147127782e-05   6.21967394947631e-05   1.73062743578446e-02
   4.50000000000000e+01   4.13299805471570e-05   6.61927725947784e-05   1.83983929942728e-02
   4.60000000000000e+01   4.88717701405795e-05   6.52137878156880e-05   1.96557834895339e-02
   4.70000000000000e+01   1.86292590404235e-05   7.77181495737896e-05   1.05759498693007e-01
   4.80000000000000e+01   6.09770473356350e-05   8.41833395650936e-05   8.41966290040624e-02
   4.90000000000000e+01   6.01802913533296e-05   1.65839468152218e-04   6.77704704781428e-02
   5.00000000000000e+01   6.00521325342214e-05   9.06265292360091e-05   6.29876034041595e-02
