   0.00000000000000e+00   1.30588998794556e+01   1.54505417382381e+00  -1.00000000000000e+00   3.29661983641303e-01   6.86208280462144e-01   1.34448264117364e+00
   1.00000000000000e+00   1.28588998794556e+01   1.54530280424549e+00  -1.00000000000000e+00   3.28245037222974e-01   6.86458059815157e-01   1.34498746628445e+00
   2.00000000000000e+00   1.26588998794556e+01   1.54642412491416e+00  -1.00000000000000e+00   3.26812113687843e-01   6.86741651627016e-01   1.34647960266170e+00
   3.00000000000000e+00   1.24588998794556e+01   1.54862504807770e+00  -1.00000000000000e+00   3.25488599782072e-01   6.87244231570804e-01   1.34907081990465e+00
   4.00000000000000e+00   1.22588998794556e+01   1.54209112549531e+00  -1.00000000000000e+00   3.23488884424678e-01   6.87328501957658e-01   1.34200577919088e+00
   5.00000000000000e+00   1.20588998794556e+01   1.54298027883893e+00  -1.00000000000000e+00   3.22066476150900e-01   6.87788883380219e-01   1.34313356659871e+00
   6.00000000000000e+00   1.18588998794556e+01   1.54585535352826e+00  -1.00000000000000e+00   3.20576391230525e-01   6.89372743088639e-01   1.34598097033504e+00
   7.00000000000000e+00   1.16588998794556e+01   1.54637510523244e+00  -1.00000000000000e+00   3.18923555157181e-01   6.89448417977151e-01   1.34693155393931e+00
   8.00000000000000e+00   1.14588998794556e+01   1.54917325347260e+00  -1.00000000000000e+00   3.17383144393233e-01   6.90882681513268e-01   1.34977288064140e+00
   9.00000000000000e+00   1.12588998794556e+01   1.55114060480810e+00  -1.00000000000000e+00   3.15860070744609e-01   6.91860687914209e-01   1.35188697016893e+00
   1.00000000000000e+01   1.10588998794556e+01   1.55325630365075e+00  -1.00000000000000e+00   3.14155633274950e-01   6.93046795011030e-01   1.35410395569813e+00
   1.10000000000000e+01   1.08588998794556e+01   1.55533671735378e+00  -1.00000000000000e+00   3.12450309724581e-01   6.94280294314927e-01   1.35625291934352e+00
   1.20000000000000e+01   1.06588998794556e+01   1.55274354546369e+00  -1.00000000000000e+00   3.10387212357816e-01   6.95097638989247e-01   1.35333350237681e+00
   1.30000000000000e+01   1.04588998794556e+01   1.55504074732019e+00  -1.00000000000000e+00   3.08585756893906e-01   6.96286357503413e-01   1.35576984212770e+00
   1.40000000000000e+01   1.02588998794556e+01   1.55781855738334e+00  -1.00000000000000e+00   3.06750693960594e-01   6.97884982395617e-01   1.35855041158923e+00
   1.50000000000000e+01   1.00588998794556e+01   1.56012827400717e+00  -1.00000000000000e+00   3.05009749074127e-01   6.99535224092694e-01   1.36074235422430e+00
   1.60000000000000e+01   9.85889987945558e+00   1.56318631557118e+00  -1.00000000000000e+00   3.03062552572047e-01   7.01326578724473e-01   1.36376155408200e+00
   1.70000000000000e+01   9.65889987945558e+00   1.56596666556384e+00  -1.00000000000000e+00   3.02290226695180e-01   7.04491938006589e-01   1.36549014122601e+00
   1.80000000000000e+01   9.45889987945558e+00   1.56893718419762e+00  -1.00000000000000e+00   3.00267591782179e-01   7.06245511887575e-01   1.36843726133935e+00
   1.90000000000000e+01   9.25889987945558e+00   1.57101706635055e+00  -1.00000000000000e+00   2.98304991598751e-01   7.07846783711400e-01   1.37042390724235e+00
   2.00000000000000e+01   9.05889987945558e+00   1.57375821531498e+00  -1.00000000000000e+00   2.94595085283747e-01   7.08548198686821e-01   1.37400440542806e+00
   2.10000000000000e+01   8.85889987945558e+00   1.57639159776555e+00  -1.00000000000000e+00   2.92540881721753e-01   7.10675203229476e-01   1.37636152864792e+00
   2.20000000000000e+01   8.65889987945558e+00   1.58135284801791e+00  -1.00000000000000e+00   2.90282115032875e-01   7.13510413061513e-01   1.38105612271160e+00
   2.30000000000000e+01   8.45889987945558e+00   1.58613864464159e+00  -1.00000000000000e+00   2.88025174938410e-01   7.16116556335040e-01   1.38566026729858e+00
   2.40000000000000e+01   8.25889987945558e+00   1.58499522106374e+00  -1.00000000000000e+00   2.86954748683970e-01   7.17879404861930e-01   1.38366035683534e+00
   2.50000000000000e+01   8.05889987945558e+00   1.59324835092946e+00  -1.00000000000000e+00   2.82998281469751e-01   7.21161012801314e-01   1.39222091423739e+00
   2.60000000000000e+01   7.85889987945558e+00   1.59761547361546e+00  -1.00000000000000e+00   2.80645997083882e-01   7.24035743660040e-01   1.39620387757626e+00
